continent,location,date,total_cases,new_cases_smoothed,total_deaths,new_deaths_smoothed,total_cases_per_million,total_deaths_per_million
Europe,Belgium,2020-02-02,,,,,,
Europe,Belgium,2020-02-04,1.0,,,,0.086,
Europe,Belgium,2020-02-05,1.0,,,,0.086,
Europe,Belgium,2020-02-06,1.0,,,,0.086,
Europe,Belgium,2020-02-07,1.0,,,,0.086,
Europe,Belgium,2020-02-08,1.0,,,,0.086,
Europe,Belgium,2020-02-09,1.0,,,,0.086,
Europe,Belgium,2020-02-10,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-11,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-12,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-13,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-14,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-15,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-16,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-17,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-18,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-19,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-20,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-21,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-22,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-23,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-24,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-25,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-26,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-27,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-28,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-02-29,1.0,0.0,,0.0,0.086,
Europe,Belgium,2020-03-01,2.0,0.14300000000000002,,0.0,0.17300000000000001,
Europe,Belgium,2020-03-02,8.0,1.0,,0.0,0.69,
Europe,Belgium,2020-03-03,13.0,1.714,,0.0,1.122,
Europe,Belgium,2020-03-04,23.0,3.1430000000000002,,0.0,1.985,
Europe,Belgium,2020-03-05,50.0,7.0,,0.0,4.314,
Europe,Belgium,2020-03-06,109.0,15.429,,0.0,9.405,
Europe,Belgium,2020-03-07,169.0,24.0,,0.0,14.582,
Europe,Belgium,2020-03-08,200.0,28.285999999999998,,0.0,17.257,
Europe,Belgium,2020-03-09,239.0,33.0,,0.0,20.622,
Europe,Belgium,2020-03-10,267.0,36.286,,0.0,23.038,
Europe,Belgium,2020-03-11,314.0,41.571000000000005,3.0,0.0,27.093000000000004,0.259
Europe,Belgium,2020-03-12,314.0,37.714,3.0,0.0,27.093000000000004,0.259
Europe,Belgium,2020-03-13,559.0,64.286,3.0,0.0,48.233000000000004,0.259
Europe,Belgium,2020-03-14,689.0,74.286,4.0,0.14300000000000002,59.45,0.345
Europe,Belgium,2020-03-15,886.0,98.0,4.0,0.14300000000000002,76.44800000000001,0.345
Europe,Belgium,2020-03-16,1058.0,117.0,5.0,0.28600000000000003,91.289,0.431
Europe,Belgium,2020-03-17,1243.0,139.429,10.0,1.0,107.251,0.863
Europe,Belgium,2020-03-18,1486.0,167.429,14.0,1.571,128.218,1.208
Europe,Belgium,2020-03-19,1795.0,211.571,21.0,2.571,154.88,1.8119999999999998
Europe,Belgium,2020-03-20,2257.0,242.571,37.0,4.857,194.743,3.193
Europe,Belgium,2020-03-21,2815.0,303.714,67.0,9.0,242.89,5.781000000000001
Europe,Belgium,2020-03-22,3401.0,359.286,75.0,10.142999999999999,293.452,6.471
Europe,Belgium,2020-03-23,3743.0,383.57099999999997,88.0,11.857000000000001,322.962,7.593
Europe,Belgium,2020-03-24,4269.0,432.286,122.0,16.0,368.347,10.527000000000001
Europe,Belgium,2020-03-25,4937.0,493.0,178.0,23.429000000000002,425.985,15.359000000000002
Europe,Belgium,2020-03-26,6235.0,634.286,220.0,28.429000000000002,537.982,18.983
Europe,Belgium,2020-03-27,7284.0,718.143,289.0,36.0,628.494,24.936
Europe,Belgium,2020-03-28,9134.0,902.7139999999999,353.0,40.857,788.1189999999999,30.458000000000002
Europe,Belgium,2020-03-29,10836.0,1062.143,431.0,50.857,934.975,37.188
Europe,Belgium,2020-03-30,11899.0,1165.143,513.0,60.714,1026.695,44.263999999999996
Europe,Belgium,2020-03-31,12775.0,1215.143,705.0,83.286,1102.28,60.83
Europe,Belgium,2020-04-01,13964.0,1289.5710000000001,828.0,92.85700000000001,1204.872,71.443
Europe,Belgium,2020-04-02,15348.0,1301.857,1011.0,113.0,1324.289,87.23299999999999
Europe,Belgium,2020-04-03,16770.0,1355.1429999999998,1143.0,122.0,1446.985,98.62299999999999
Europe,Belgium,2020-04-04,18431.0,1328.1429999999998,1283.0,132.857,1590.3029999999999,110.70299999999999
Europe,Belgium,2020-04-05,19691.0,1265.0,1447.0,145.143,1699.021,124.853
Europe,Belgium,2020-04-06,20814.0,1273.5710000000001,1632.0,159.857,1795.918,140.816
Europe,Belgium,2020-04-07,22194.0,1345.5710000000001,2035.0,190.0,1914.99,175.588
Europe,Belgium,2020-04-08,23403.0,1348.4289999999999,2240.0,201.71400000000003,2019.308,193.27599999999998
Europe,Belgium,2020-04-09,24983.0,1376.4289999999999,2523.0,216.0,2155.637,217.695
Europe,Belgium,2020-04-10,26667.0,1413.8570000000002,3019.0,268.0,2300.939,260.492
Europe,Belgium,2020-04-11,28018.0,1369.5710000000001,3346.0,294.714,2417.509,288.707
Europe,Belgium,2020-04-12,29647.0,1422.286,3600.0,307.57099999999997,2558.0660000000003,310.623
Europe,Belgium,2020-04-13,30589.0,1396.4289999999999,3903.0,324.42900000000003,2639.345,336.767
Europe,Belgium,2020-04-14,31119.0,1275.0,4157.0,303.143,2685.0759999999996,358.68300000000005
Europe,Belgium,2020-04-15,33573.0,1452.8570000000002,4440.0,314.286,2896.817,383.102
Europe,Belgium,2020-04-16,34809.0,1403.714,4857.0,333.42900000000003,3003.4640000000004,419.082
Europe,Belgium,2020-04-17,36138.0,1353.0,5163.0,306.286,3118.136,445.485
Europe,Belgium,2020-04-18,37183.0,1309.286,5453.0,301.0,3208.303,470.50699999999995
Europe,Belgium,2020-04-19,38496.0,1264.143,5683.0,297.57099999999997,3321.594,490.353
Europe,Belgium,2020-04-20,39983.0,1342.0,5828.0,275.0,3449.8990000000003,502.86400000000003
Europe,Belgium,2020-04-21,40956.0,1405.286,5998.0,263.0,3533.853,517.5319999999999
Europe,Belgium,2020-04-22,41889.0,1188.0,6262.0,260.286,3614.3559999999998,540.311
Europe,Belgium,2020-04-23,42797.0,1141.143,6490.0,233.28599999999997,3692.702,559.984
Europe,Belgium,2020-04-24,44293.0,1165.0,6679.0,216.571,3821.783,576.2919999999999
Europe,Belgium,2020-04-25,45325.0,1163.143,6917.0,209.143,3910.828,596.827
Europe,Belgium,2020-04-26,46134.0,1091.143,7094.0,201.571,3980.632,612.1
Europe,Belgium,2020-04-27,46687.0,957.7139999999999,7207.0,197.0,4028.347,621.85
Europe,Belgium,2020-04-28,47334.0,911.143,7331.0,190.429,4084.173,632.549
Europe,Belgium,2020-04-29,47859.0,852.857,7501.0,177.0,4129.472,647.217
Europe,Belgium,2020-04-30,48519.0,817.429,7594.0,157.714,4186.42,655.242
Europe,Belgium,2020-05-01,49032.0,677.0,7703.0,146.286,4230.684,664.6469999999999
Europe,Belgium,2020-05-02,49517.0,598.857,7765.0,121.14299999999999,4272.532,669.9960000000001
Europe,Belgium,2020-05-03,49906.0,538.857,7844.0,107.14299999999999,4306.096,676.813
Europe,Belgium,2020-05-04,50267.0,511.42900000000003,7924.0,102.429,4337.245,683.715
Europe,Belgium,2020-05-05,50509.0,453.57099999999997,8016.0,97.85700000000001,4358.125,691.654
Europe,Belgium,2020-05-06,50781.0,417.42900000000003,8339.0,119.714,4381.595,719.523
Europe,Belgium,2020-05-07,51420.0,414.42900000000003,8415.0,117.286,4436.73,726.081
Europe,Belgium,2020-05-08,52011.0,425.57099999999997,8521.0,116.85700000000001,4487.724,735.227
Europe,Belgium,2020-05-09,52596.0,439.85699999999997,8581.0,116.571,4538.2,740.404
Europe,Belgium,2020-05-10,53081.0,453.57099999999997,8656.0,116.0,4580.048,746.875
Europe,Belgium,2020-05-11,53449.0,454.57099999999997,8707.0,111.85700000000001,4611.8009999999995,751.2760000000001
Europe,Belgium,2020-05-12,53779.0,467.14300000000003,8761.0,106.429,4640.275,755.935
Europe,Belgium,2020-05-13,53981.0,457.14300000000003,8843.0,72.0,4657.704000000001,763.0110000000001
Europe,Belgium,2020-05-14,54288.0,409.714,8903.0,69.714,4684.193,768.188
Europe,Belgium,2020-05-15,54644.0,376.14300000000003,8959.0,62.571000000000005,4714.91,773.02
Europe,Belgium,2020-05-16,54989.0,341.85699999999997,9005.0,60.571000000000005,4744.678,776.9889999999999
Europe,Belgium,2020-05-17,55280.0,314.143,9052.0,56.571000000000005,4769.787,781.044
Europe,Belgium,2020-05-18,55559.0,301.42900000000003,9080.0,53.286,4793.86,783.46
Europe,Belgium,2020-05-19,55791.0,287.42900000000003,9108.0,49.571000000000005,4813.878,785.8760000000001
Europe,Belgium,2020-05-20,55983.0,286.0,9150.0,43.857,4830.445,789.5
Europe,Belgium,2020-05-21,56235.0,278.143,9186.0,40.429,4852.188,792.6060000000001
Europe,Belgium,2020-05-22,56511.0,266.714,9212.0,36.143,4876.003,794.8489999999999
Europe,Belgium,2020-05-23,56810.0,260.143,9237.0,33.143,4901.802,797.007
Europe,Belgium,2020-05-24,57092.0,258.857,9280.0,32.571,4926.134,800.717
Europe,Belgium,2020-05-25,57342.0,254.71400000000003,9312.0,33.143,4947.705,803.4780000000001
Europe,Belgium,2020-05-26,57455.0,237.71400000000003,9334.0,32.286,4957.455,805.3760000000001
Europe,Belgium,2020-05-27,57592.0,229.857,9364.0,30.570999999999998,4969.276,807.965
Europe,Belgium,2020-05-28,57849.0,230.571,9388.0,28.857,4991.451,810.035
Europe,Belgium,2020-05-29,58061.0,221.429,9430.0,31.143,5009.7429999999995,813.659
Europe,Belgium,2020-05-30,58186.0,196.571,9453.0,30.857,5020.529,815.6439999999999
Europe,Belgium,2020-05-31,58381.0,184.143,9467.0,26.714000000000002,5037.354,816.852
Europe,Belgium,2020-06-01,58517.0,167.857,9486.0,24.857,5049.089,818.4910000000001
Europe,Belgium,2020-06-02,58615.0,165.71400000000003,9505.0,24.429000000000002,5057.545,820.1310000000001
Europe,Belgium,2020-06-03,58685.0,156.143,9522.0,22.570999999999998,5063.585,821.5980000000001
Europe,Belgium,2020-06-04,58767.0,131.143,9548.0,22.857,5070.66,823.841
Europe,Belgium,2020-06-05,58907.0,120.85700000000001,9566.0,19.429000000000002,5082.74,825.3939999999999
Europe,Belgium,2020-06-06,59072.0,126.571,9580.0,18.143,5096.976,826.602
Europe,Belgium,2020-06-07,59226.0,120.714,9595.0,18.285999999999998,5110.264,827.8960000000001
Europe,Belgium,2020-06-08,59348.0,118.714,9606.0,17.143,5120.791,828.845
Europe,Belgium,2020-06-09,59437.0,117.429,9619.0,16.285999999999998,5128.47,829.967
Europe,Belgium,2020-06-10,59569.0,126.286,9629.0,15.286,5139.86,830.83
Europe,Belgium,2020-06-11,59711.0,134.857,9636.0,12.571,5152.112,831.434
Europe,Belgium,2020-06-12,59819.0,130.286,9646.0,11.429,5161.431,832.297
Europe,Belgium,2020-06-13,59918.0,120.85700000000001,9650.0,10.0,5169.973,832.6419999999999
Europe,Belgium,2020-06-14,60029.0,114.714,9655.0,8.571,5179.55,833.073
Europe,Belgium,2020-06-15,60100.0,107.429,9661.0,7.857,5185.677,833.591
Europe,Belgium,2020-06-16,60155.0,102.571,9663.0,6.2860000000000005,5190.4220000000005,833.7639999999999
Europe,Belgium,2020-06-17,60244.0,96.429,9675.0,6.571000000000001,5198.101,834.799
Europe,Belgium,2020-06-18,60348.0,91.0,9683.0,6.7139999999999995,5207.075,835.4889999999999
Europe,Belgium,2020-06-19,60476.0,93.85700000000001,9695.0,7.0,5218.119000000001,836.525
Europe,Belgium,2020-06-20,60550.0,90.286,9696.0,6.571000000000001,5224.504,836.6110000000001
Europe,Belgium,2020-06-21,60550.0,74.429,9696.0,5.857,5224.504,836.6110000000001
Europe,Belgium,2020-06-22,60550.0,64.286,9696.0,5.0,5224.504,836.6110000000001
Europe,Belgium,2020-06-23,60810.0,93.571,9713.0,7.143,5246.938,838.078
Europe,Belgium,2020-06-24,60898.0,93.429,9722.0,6.7139999999999995,5254.531,838.8539999999999
Europe,Belgium,2020-06-25,61007.0,94.14299999999999,9726.0,6.143,5263.936,839.2
Europe,Belgium,2020-06-26,61106.0,90.0,9731.0,5.143,5272.478,839.6310000000001
Europe,Belgium,2020-06-27,61209.0,94.14299999999999,9732.0,5.143,5281.366,839.717
Europe,Belgium,2020-06-28,61295.0,106.429,9732.0,5.143,5288.786,839.717
Europe,Belgium,2020-06-29,61361.0,115.85700000000001,9732.0,5.143,5294.481,839.717
Europe,Belgium,2020-06-30,61427.0,88.14299999999999,9747.0,4.857,5300.1759999999995,841.0110000000001
Europe,Belgium,2020-07-01,61509.0,87.286,9754.0,4.571000000000001,5307.251,841.615
Europe,Belgium,2020-07-02,61598.0,84.429,9761.0,5.0,5314.93,842.2189999999999
Europe,Belgium,2020-07-03,61727.0,88.714,9765.0,4.857,5326.061,842.565
Europe,Belgium,2020-07-04,61838.0,89.85700000000001,9771.0,5.571000000000001,5335.638000000001,843.082
Europe,Belgium,2020-07-05,62016.0,103.0,9771.0,5.571000000000001,5350.996999999999,843.082
Europe,Belgium,2020-07-06,62058.0,99.571,9774.0,6.0,5354.621,843.341
Europe,Belgium,2020-07-07,62058.0,90.14299999999999,9774.0,3.8569999999999998,5354.621,843.341
Europe,Belgium,2020-07-08,62123.0,87.714,9776.0,3.1430000000000002,5360.229,843.5139999999999
Europe,Belgium,2020-07-09,62210.0,87.429,9778.0,2.4290000000000003,5367.736,843.686
Europe,Belgium,2020-07-10,62357.0,90.0,9781.0,2.286,5380.42,843.945
Europe,Belgium,2020-07-11,62469.0,90.14299999999999,9782.0,1.571,5390.084,844.0310000000001
Europe,Belgium,2020-07-12,62707.0,98.714,9782.0,1.571,5410.619000000001,844.0310000000001
Europe,Belgium,2020-07-13,62707.0,92.714,9782.0,1.143,5410.619000000001,844.0310000000001
Europe,Belgium,2020-07-14,62781.0,103.286,9787.0,1.857,5417.004,844.4630000000001
Europe,Belgium,2020-07-15,62872.0,107.0,9788.0,1.714,5424.856,844.549
Europe,Belgium,2020-07-16,63238.0,146.857,9795.0,2.4290000000000003,5456.436,845.153
Europe,Belgium,2020-07-17,63499.0,163.143,9800.0,2.714,5478.956,845.585
Europe,Belgium,2020-07-18,63706.0,176.71400000000003,9800.0,2.571,5496.816999999999,845.585
Europe,Belgium,2020-07-19,63706.0,142.714,9800.0,2.571,5496.816999999999,845.585
Europe,Belgium,2020-07-20,64094.0,198.143,9805.0,3.286,5530.295,846.0160000000001
Europe,Belgium,2020-07-21,64258.0,211.0,9805.0,2.571,5544.446,846.0160000000001
Europe,Belgium,2020-07-22,64627.0,250.71400000000003,9808.0,2.8569999999999998,5576.285,846.275
Europe,Belgium,2020-07-23,64847.0,229.857,9812.0,2.4290000000000003,5595.267,846.62
Europe,Belgium,2020-07-24,65199.0,242.857,9817.0,2.4290000000000003,5625.639,847.051
Europe,Belgium,2020-07-25,65727.0,288.714,9821.0,3.0,5671.196999999999,847.3960000000001
Europe,Belgium,2020-07-26,66026.0,331.42900000000003,9821.0,3.0,5696.996,847.3960000000001
Europe,Belgium,2020-07-27,66428.0,333.42900000000003,9822.0,2.4290000000000003,5731.683000000001,847.4830000000001
Europe,Belgium,2020-07-28,66662.0,343.42900000000003,9833.0,4.0,5751.8730000000005,848.432
Europe,Belgium,2020-07-29,67335.0,386.85699999999997,9836.0,4.0,5809.941999999999,848.691
Europe,Belgium,2020-07-30,68006.0,451.286,9840.0,4.0,5867.839,849.0360000000001
Europe,Belgium,2020-07-31,68751.0,507.42900000000003,9841.0,3.429,5932.121,849.122
Europe,Belgium,2020-08-01,69402.0,525.0,9845.0,3.429,5988.2919999999995,849.467
Europe,Belgium,2020-08-02,69849.0,546.143,9845.0,3.429,6026.861,849.467
Europe,Belgium,2020-08-03,70314.0,555.143,9850.0,4.0,6066.983,849.8989999999999
Europe,Belgium,2020-08-04,70648.0,569.429,9852.0,2.714,6095.802,850.071
Europe,Belgium,2020-08-05,71158.0,546.143,9859.0,3.286,6139.807,850.675
Europe,Belgium,2020-08-06,72016.0,572.857,9861.0,3.0,6213.838000000001,850.8480000000001
Europe,Belgium,2020-08-07,72784.0,576.143,9866.0,3.571,6280.105,851.279
Europe,Belgium,2020-08-08,73401.0,571.286,9870.0,3.571,6333.342,851.6239999999999
Europe,Belgium,2020-08-09,74152.0,614.714,9872.0,3.8569999999999998,6398.141,851.797
Europe,Belgium,2020-08-10,74620.0,615.143,9879.0,4.143,6438.522,852.4010000000001
Europe,Belgium,2020-08-11,75008.0,622.857,9885.0,4.7139999999999995,6472.0,852.919
Europe,Belgium,2020-08-12,75647.0,641.286,9900.0,5.857,6527.1359999999995,854.2130000000001
Europe,Belgium,2020-08-13,76191.0,596.429,9916.0,7.857,6574.075,855.5930000000001
Europe,Belgium,2020-08-14,77113.0,618.429,9924.0,8.286,6653.629,856.284
Europe,Belgium,2020-08-15,77869.0,638.286,9935.0,9.286,6718.859,857.2330000000001
Europe,Belgium,2020-08-16,78323.0,595.857,9939.0,9.571,6758.031999999999,857.578
Europe,Belgium,2020-08-17,78534.0,559.143,9944.0,9.286,6776.238,858.0089999999999
Europe,Belgium,2020-08-18,78897.0,555.571,9959.0,10.571,6807.559,859.304
Europe,Belgium,2020-08-19,79479.0,547.429,9969.0,9.857000000000001,6857.776999999999,860.1669999999999
Europe,Belgium,2020-08-20,80178.0,569.571,9976.0,8.571,6918.089,860.7710000000001
Europe,Belgium,2020-08-21,80894.0,540.143,9985.0,8.714,6979.869000000001,861.547
Europe,Belgium,2020-08-22,81468.0,514.143,9988.0,7.571000000000001,7029.396,861.806
Europe,Belgium,2020-08-23,81936.0,516.143,9992.0,7.571000000000001,7069.776999999999,862.1510000000001
Europe,Belgium,2020-08-24,82092.0,508.286,9996.0,7.428999999999999,7083.236999999999,862.4960000000001
Europe,Belgium,2020-08-25,82447.0,507.14300000000003,9996.0,5.2860000000000005,7113.868,862.4960000000001
Europe,Belgium,2020-08-26,83030.0,507.286,9879.0,-12.857000000000001,7164.172,852.4010000000001
Europe,Belgium,2020-08-27,83500.0,474.57099999999997,9884.0,-13.142999999999999,7204.725,852.832
Europe,Belgium,2020-08-28,83952.0,436.85699999999997,9886.0,-14.142999999999999,7243.726,853.005
Europe,Belgium,2020-08-29,84599.0,447.286,9891.0,-13.857000000000001,7299.552,853.436
Europe,Belgium,2020-08-30,85042.0,443.714,9894.0,-14.0,7337.775,853.695
Europe,Belgium,2020-08-31,85236.0,449.14300000000003,9895.0,-14.429,7354.515,853.7819999999999
Europe,Belgium,2020-09-01,85487.0,434.286,9897.0,-14.142999999999999,7376.172,853.954
Europe,Belgium,2020-09-02,85911.0,411.57099999999997,9898.0,2.714,7412.755999999999,854.04
Europe,Belgium,2020-09-03,86544.0,434.85699999999997,9899.0,2.1430000000000002,7467.374,854.127
Europe,Belgium,2020-09-04,87174.0,460.286,9901.0,2.1430000000000002,7521.733,854.299
Europe,Belgium,2020-09-05,87825.0,460.85699999999997,9906.0,2.1430000000000002,7577.904,854.7310000000001
Europe,Belgium,2020-09-06,88367.0,475.0,9907.0,1.857,7624.67,854.817
Europe,Belgium,2020-09-07,88769.0,504.714,9909.0,2.0,7659.356,854.99
Europe,Belgium,2020-09-08,89141.0,522.0,9912.0,2.1430000000000002,7691.454000000001,855.248
Europe,Belgium,2020-09-09,89691.0,540.0,9917.0,2.714,7738.91,855.68
Europe,Belgium,2020-09-10,90568.0,574.857,9917.0,2.571,7814.581999999999,855.68
Europe,Belgium,2020-09-11,91537.0,623.286,9919.0,2.571,7898.191,855.852
Europe,Belgium,2020-09-12,92478.0,664.7139999999999,9923.0,2.4290000000000003,7979.384,856.197
Europe,Belgium,2020-09-13,93455.0,726.857,9925.0,2.571,8063.684,856.37
Europe,Belgium,2020-09-14,94306.0,791.0,9927.0,2.571,8137.111999999999,856.543
Europe,Belgium,2020-09-15,94795.0,807.7139999999999,9930.0,2.571,8179.305,856.801
Europe,Belgium,2020-09-16,95948.0,893.857,9935.0,2.571,8278.79,857.2330000000001
Europe,Belgium,2020-09-17,97976.0,1058.286,9936.0,2.714,8453.774,857.319
Europe,Belgium,2020-09-18,99649.0,1158.857,9937.0,2.571,8598.128,857.405
Europe,Belgium,2020-09-19,100748.0,1181.4289999999999,9944.0,3.0,8692.954,858.0089999999999
Europe,Belgium,2020-09-20,102295.0,1262.857,9948.0,3.286,8826.436,858.355
Europe,Belgium,2020-09-21,103392.0,1298.0,9950.0,3.286,8921.089,858.5269999999999
Europe,Belgium,2020-09-22,105226.0,1490.1429999999998,9955.0,3.571,9079.334,858.959
Europe,Belgium,2020-09-23,106887.0,1562.714,9959.0,3.429,9222.652,859.304
Europe,Belgium,2020-09-24,108768.0,1541.714,9965.0,4.143,9384.953000000001,859.821
Europe,Belgium,2020-09-25,110976.0,1618.1429999999998,9969.0,4.571000000000001,9575.468,860.1669999999999
Europe,Belgium,2020-09-26,112803.0,1722.1429999999998,9974.0,4.2860000000000005,9733.109,860.5980000000001
Europe,Belgium,2020-09-27,114179.0,1697.714,9980.0,4.571000000000001,9851.836,861.1160000000001
Europe,Belgium,2020-09-28,115353.0,1708.714,9987.0,5.2860000000000005,9953.134,861.72
Europe,Belgium,2020-09-29,117115.0,1698.4289999999999,10001.0,6.571000000000001,10105.167,862.928
Europe,Belgium,2020-09-30,118452.0,1652.1429999999998,10016.0,8.142999999999999,10220.528,864.222
Europe,Belgium,2020-10-01,121059.0,1755.8570000000002,10023.0,8.286,10445.471,864.826
Europe,Belgium,2020-10-02,124234.0,1894.0,10037.0,9.714,10719.423,866.034
Europe,Belgium,2020-10-03,127623.0,2117.143,10044.0,10.0,11011.84,866.638
Europe,Belgium,2020-10-04,130235.0,2293.714,10064.0,12.0,11237.214,868.3639999999999
Europe,Belgium,2020-10-05,132203.0,2407.143,10078.0,13.0,11407.021999999999,869.572
Europe,Belgium,2020-10-06,134291.0,2453.714,10092.0,13.0,11587.183,870.779
Europe,Belgium,2020-10-07,137868.0,2773.7140000000004,10108.0,13.142999999999999,11895.821000000002,872.16
Europe,Belgium,2020-10-08,143596.0,3219.571,10126.0,14.714,12390.056999999999,873.7130000000001
Europe,Belgium,2020-10-09,148981.0,3535.2859999999996,10151.0,16.285999999999998,12854.697,875.87
Europe,Belgium,2020-10-10,156931.0,4186.857,10175.0,18.714000000000002,13540.656,877.941
Europe,Belgium,2020-10-11,162258.0,4574.714,10191.0,18.143,14000.291000000001,879.322
Europe,Belgium,2020-10-12,165880.0,4811.0,10211.0,19.0,14312.812,881.047
Europe,Belgium,2020-10-13,173240.0,5564.143,10244.0,21.714000000000002,14947.864,883.895
Europe,Belgium,2020-10-14,181511.0,6234.714,10278.0,24.285999999999998,15661.52,886.828
Europe,Belgium,2020-10-15,191959.0,6909.0,10327.0,28.714000000000002,16563.016,891.056
Europe,Belgium,2020-10-16,202151.0,7595.714,10359.0,29.714000000000002,17442.424,893.817
Europe,Belgium,2020-10-17,213115.0,8026.286,10392.0,31.0,18388.444,896.665
Europe,Belgium,2020-10-18,222253.0,8570.714,10413.0,31.714000000000002,19176.908,898.477
Europe,Belgium,2020-10-19,230480.0,9228.571,10443.0,33.143,19886.768,901.065
Europe,Belgium,2020-10-20,240159.0,9559.857,10489.0,35.0,20721.912,905.034
Europe,Belgium,2020-10-21,253386.0,10267.857,10539.0,37.286,21863.192000000003,909.3489999999999
Europe,Belgium,2020-10-22,270132.0,11167.571000000002,10588.0,37.286,23308.106,913.576
Europe,Belgium,2020-10-23,287700.0,12221.286,10658.0,42.714,24823.946,919.6160000000001
Europe,Belgium,2020-10-24,305409.0,13184.857,10737.0,49.286,26351.952,926.433
Europe,Belgium,2020-10-25,321031.0,14111.143,10810.0,56.714,27699.882,932.732
Europe,Belgium,2020-10-26,333718.0,14748.286,10899.0,65.143,28794.569,940.4110000000001
Europe,Belgium,2020-10-27,347289.0,15304.286,11038.0,78.429,29965.531000000003,952.404
Europe,Belgium,2020-10-28,368337.0,16421.571,11170.0,90.14299999999999,31781.64,963.794
Europe,Belgium,2020-10-29,392258.0,17446.571,11308.0,102.85700000000001,33845.643,975.701
Europe,Belgium,2020-10-30,412314.0,17802.0,11452.0,113.429,35576.157,988.1260000000001
Europe,Belgium,2020-10-31,429229.0,17688.571,11625.0,126.85700000000001,37035.653,1003.053
Europe,Belgium,2020-11-01,441018.0,17141.0,11737.0,132.429,38052.857,1012.717
Europe,Belgium,2020-11-02,447355.0,16233.857,11858.0,137.0,38599.64,1023.1569999999999
Europe,Belgium,2020-11-03,452541.0,15036.0,12126.0,155.429,39047.109,1046.281
Europe,Belgium,2020-11-04,468213.0,14268.0,12331.0,165.857,40399.354,1063.97
Europe,Belgium,2020-11-05,479341.0,12440.428999999998,12520.0,173.143,41359.524,1080.277
Europe,Belgium,2020-11-06,488044.0,10818.571000000002,12708.0,179.429,42110.455,1096.499
Europe,Belgium,2020-11-07,494168.0,9277.0,12907.0,183.143,42638.859000000004,1113.6689999999999
Europe,Belgium,2020-11-08,500789.0,8538.714,13055.0,188.28599999999997,43210.14599999999,1126.4389999999999
Europe,Belgium,2020-11-09,503182.0,7975.286,13216.0,194.0,43416.624,1140.3310000000001
Europe,Belgium,2020-11-10,507475.0,7847.714,13561.0,205.0,43787.042,1170.099
Europe,Belgium,2020-11-11,515391.0,6739.714,13758.0,203.857,44470.067,1187.097
Europe,Belgium,2020-11-12,520393.0,5864.571,13891.0,195.857,44901.66,1198.573
Europe,Belgium,2020-11-13,525012.0,5281.143,14106.0,199.71400000000003,45300.207,1217.124
Europe,Belgium,2020-11-14,531280.0,5301.714,14303.0,199.429,45841.03599999999,1234.122
Europe,Belgium,2020-11-15,535939.0,5021.429,14421.0,195.143,46243.032999999996,1244.3039999999999
Europe,Belgium,2020-11-16,537871.0,4955.571,14616.0,200.0,46409.734000000004,1261.129
Europe,Belgium,2020-11-17,540605.0,4732.857,14839.0,182.571,46645.635,1280.37
Europe,Belgium,2020-11-18,545787.0,4342.286,15025.0,181.0,47092.76,1296.4189999999999
Europe,Belgium,2020-11-19,550264.0,4267.286,15196.0,186.429,47479.054000000004,1311.174
Europe,Belgium,2020-11-20,553680.0,4095.429,15352.0,178.0,47773.8,1324.634
Europe,Belgium,2020-11-21,556904.0,3660.571,15522.0,174.143,48051.98,1339.3020000000001
Europe,Belgium,2020-11-22,558779.0,3262.857,15618.0,171.0,48213.763,1347.586
Europe,Belgium,2020-11-23,559902.0,3147.2859999999996,15755.0,162.714,48310.66,1359.4070000000002
Europe,Belgium,2020-11-24,561803.0,3028.2859999999996,15938.0,157.0,48474.685999999994,1375.1970000000001
Europe,Belgium,2020-11-25,564967.0,2740.0,16077.0,150.286,48747.689000000006,1387.19
Europe,Belgium,2020-11-26,567532.0,2466.857,16219.0,146.143,48969.008,1399.442
Europe,Belgium,2020-11-27,570829.0,2449.857,16339.0,141.0,49253.487,1409.796
Europe,Belgium,2020-11-28,574448.0,2506.286,16461.0,134.143,49565.749,1420.3229999999999
Europe,Belgium,2020-11-29,576599.0,2545.714,16547.0,132.714,49751.346,1427.744
Europe,Belgium,2020-11-30,577345.0,2491.857,16645.0,127.14299999999999,49815.71400000001,1436.1989999999998
